Property Type,Beds,Bath,House Sqft,Lot Sqft,Price,Address,City,State,Lat,Lon,Ocean Distance,Year Built,Last Updated,Value Change Last 30 Days,Last Sold Date,Last Sold Price,Zestimate,Date Scraped,Id,Url
Condominium,0,1,460,,"$329,000 ",860 Turquoise St UNIT 328,SAN DIEGO,CA,32.809137,-117.258185,2.03590762,1980,1/20/2019,2943,2/24/2005,310000,410175,1/21/2019,63477819,https://www.zillow.com/homedetails/860-Turquoise-St-UNIT-328-San-Diego-CA-92109/63477819_zpid/
Condominium,0,1,504,435,"$335,000 ",8680 Via Mallorca APT C,LA JOLLA,CA,32.863357,-117.233833,1.819261086,1972,1/20/2019,-13334,6/19/2015,269000,347290,1/21/2019,16841369,https://www.zillow.com/homedetails/8680-Via-Mallorca-APT-C-La-Jolla-CA-92037/16841369_zpid/
Condominium,0,1,504,196571,"$352,500 ",3128 Via Alicante UNIT X,LA JOLLA,CA,32.862749,-117.234888,1.745825378,1971,1/20/2019,959,,,344854,1/21/2019,16841556,https://www.zillow.com/homedetails/3128-Via-Alicante-UNIT-X-La-Jolla-CA-92037/16841556_zpid/
Condominium,0,1,504,196571,"$352,500 ",3128 Via Alicante UNIT V,LA JOLLA,CA,32.862749,-117.234888,1.745825378,1971,1/20/2019,1066,,,344854,1/21/2019,16841544,https://www.zillow.com/homedetails/3128-Via-Alicante-UNIT-V-La-Jolla-CA-92037/16841544_zpid/
Condominium,1,1,691,,$354K,3110 Via Alicante UNIT L,LA JOLLA,CA,32.862749,-117.234888,1.745825378,1972,1/20/2019,-7153,11/21/2005,330000,402612,1/21/2019,16841581,https://www.zillow.com/homedetails/3110-Via-Alicante-UNIT-L-La-Jolla-CA-92037/16841581_zpid/
Condominium,1,1,848,,"$414,000 ",2600 Torrey Pines Rd APT A23,LA JOLLA,CA,32.851779,-117.246722,0.88568537,1966,1/20/2019,-20092,,,426787,1/21/2019,16839444,https://www.zillow.com/homedetails/2600-Torrey-Pines-Rd-APT-A23-La-Jolla-CA-92037/16839444_zpid/
Townhouse,1,1,820,174240,"$415,000 ",8282 Gilman Dr UNIT 41,LA JOLLA,CA,32.856074,-117.237358,1.45976302,1979,1/20/2019,1644,,,412864,1/21/2019,98378748,https://www.zillow.com/homedetails/8282-Gilman-Dr-UNIT-41-La-Jolla-CA-92037/98378748_zpid/
Condominium,1,1,691,78389,"$425,000 ",8524 Via Mallorca UNIT E,LA JOLLA,CA,32.862735,-117.23381,1.801983373,1971,1/20/2019,5089,,,416167,1/21/2019,16841427,https://www.zillow.com/homedetails/8524-Via-Mallorca-UNIT-E-La-Jolla-CA-92037/16841427_zpid/
Condominium,1,1,691,89756,"$425,000 ",8604 Via Mallorca APT I,LA JOLLA,CA,32.863357,-117.233833,1.819261086,1971,1/20/2019,4643,,,417112,1/21/2019,16841374,https://www.zillow.com/homedetails/8604-Via-Mallorca-APT-I-La-Jolla-CA-92037/16841374_zpid/
Condominium,1,1,691,196571,"$425,000 ",3116 Via Alicante UNIT I,LA JOLLA,CA,32.861694,-117.234533,1.734334604,1971,1/20/2019,-620,,,414588,1/21/2019,16841564,https://www.zillow.com/homedetails/3116-Via-Alicante-UNIT-I-La-Jolla-CA-92037/16841564_zpid/
Condominium,1,1,691,,"$425,000 ",8509 Villa La Jolla Dr APT H,LA JOLLA,CA,32.862855,-117.235689,1.707338634,1971,1/20/2019,-656,,,416615,1/21/2019,16841671,https://www.zillow.com/homedetails/8509-Villa-La-Jolla-Dr-APT-H-La-Jolla-CA-92037/16841671_zpid/
Condominium,1,1,691,78389,"$449,900 ",8528 Via Mallorca UNIT D,LA JOLLA,CA,32.862527,-117.234311,1.769557933,1972,1/20/2019,20336,6/14/2000,143000,417807,1/21/2019,16841422,https://www.zillow.com/homedetails/8528-Via-Mallorca-UNIT-D-La-Jolla-CA-92037/16841422_zpid/
Condominium,1,1,713,70567,"$499,000 ",6333 La Jolla Blvd UNIT 178,LA JOLLA,CA,32.824666,-117.275667,0.561639353,1970,1/20/2019,-4634,3/16/2015,364000,485854,1/21/2019,16850683,https://www.zillow.com/homedetails/6333-La-Jolla-Blvd-UNIT-178-La-Jolla-CA-92037/16850683_zpid/
Condominium,2,2,1204,117096,"$499,000 ",2610 Torrey Pines Rd APT C22,LA JOLLA,CA,32.852002,-117.247422,0.845197988,1966,1/20/2019,-71185,11/29/1995,135000,465684,1/21/2019,16839467,https://www.zillow.com/homedetails/2610-Torrey-Pines-Rd-APT-C22-La-Jolla-CA-92037/16839467_zpid/
Condominium,2,1,1080,,"$515,000 ",8850 Villa La Jolla Dr UNIT 201,LA JOLLA,CA,32.86932,-117.235414,1.961487405,1981,1/20/2019,-13109,8/21/2018,480000,516482,1/21/2019,16835971,https://www.zillow.com/homedetails/8850-Villa-La-Jolla-Dr-UNIT-201-La-Jolla-CA-92037/16835971_zpid/
Townhouse,2,2,971,,"$525,000 ",3148 Via Alicante UNIT A,LA JOLLA,CA,32.861448,-117.234108,1.75046277,1971,1/20/2019,-5663,4/22/2016,425000,559510,1/21/2019,16841515,https://www.zillow.com/homedetails/3148-Via-Alicante-UNIT-A-La-Jolla-CA-92037/16841515_zpid/
Condominium,2,1,597,20995,"$535,000 ",7514 Girard Ave APT B,LA JOLLA,CA,32.841014,-117.273078,0.429787822,1996,1/20/2019,14472,9/19/2018,415000,544689,1/21/2019,69223343,https://www.zillow.com/homedetails/7514-Girard-Ave-APT-B-La-Jolla-CA-92037/69223343_zpid/
Condominium,2,2,1017,,"$549,500 ",3131 Via Alicante UNIT 202,LA JOLLA,CA,32.86135,-117.234511,1.726260745,1975,1/20/2019,-29428,5/4/2005,440000,567355,1/21/2019,63789858,https://www.zillow.com/homedetails/3131-Via-Alicante-UNIT-202-La-Jolla-CA-92037/63789858_zpid/
Condominium,2,2,1204,117096,"$559,000 ",2610 Torrey Pines Rd APT C21,LA JOLLA,CA,32.852002,-117.247422,0.845197988,1966,1/20/2019,-4573,8/3/2001,318000,604418,1/21/2019,16839466,https://www.zillow.com/homedetails/2610-Torrey-Pines-Rd-APT-C21-La-Jolla-CA-92037/16839466_zpid/
Condominium,2,2,989,135900,"$560,000 ",6455 La Jolla Blvd UNIT 143,LA JOLLA,CA,32.825967,-117.276155,0.473583452,1970,1/20/2019,-5482,5/15/2002,310000,583205,1/21/2019,16850847,https://www.zillow.com/homedetails/6455-La-Jolla-Blvd-UNIT-143-La-Jolla-CA-92037/16850847_zpid/
Condominium,1,1,728,,"$598,000 ",7411 Herschel Ave UNIT 3E,LA JOLLA,CA,32.839788,-117.270742,0.589615519,1990,1/20/2019,-14433,9/1/2015,555000,601326,1/21/2019,61786902,https://www.zillow.com/homedetails/7411-Herschel-Ave-UNIT-3E-La-Jolla-CA-92037/61786902_zpid/
Condominium,2,2,1017,,"$599,900 ",8460 Via Mallorca UNIT 237,LA JOLLA,CA,32.860574,-117.23478,1.691853663,1975,1/20/2019,-3568,7/8/2005,490000,584664,1/21/2019,63789967,https://www.zillow.com/homedetails/8460-Via-Mallorca-UNIT-237-La-Jolla-CA-92037/63789967_zpid/
Condominium,2,2,1141,43378,"$610,000 ",8585 Via Mallorca UNIT 11,LA JOLLA,CA,32.861972,-117.232584,1.846039992,1986,1/20/2019,-8101,12/6/2018,630000,612621,1/21/2019,16836126,https://www.zillow.com/homedetails/8585-Via-Mallorca-UNIT-11-La-Jolla-CA-92037/16836126_zpid/
Condominium,2,2,990,69217,"$615,000 ",6333 La Jolla Blvd UNIT 277,LA JOLLA,CA,32.824666,-117.275667,0.561639353,1970,1/20/2019,-5505,4/1/2015,430000,582283,1/21/2019,16850707,https://www.zillow.com/homedetails/6333-La-Jolla-Blvd-UNIT-277-La-Jolla-CA-92037/16850707_zpid/
Condominium,2,2,984,185165,"$625,000 ",3261 Caminito Ameca,LA JOLLA,CA,32.854621,-117.234974,1.579894766,1976,1/20/2019,40161,2/24/2003,395500,596151,1/21/2019,16840399,https://www.zillow.com/homedetails/3261-Caminito-Ameca-La-Jolla-CA-92037/16840399_zpid/
Townhouse,2,2,1137,287496,"$650,000 ",3390 Via Alicante,LA JOLLA,CA,32.861393,-117.23191,1.867654881,1975,1/20/2019,-4853,,,629566,1/21/2019,16835330,https://www.zillow.com/homedetails/3390-Via-Alicante-La-Jolla-CA-92037/16835330_zpid/
Townhouse,2,2,1241,43560,"$652,500 ",3109 Evening Way UNIT D,LA JOLLA,CA,32.869169,-117.237519,1.860213587,1980,1/20/2019,-206570,9/12/2005,518000,692374,1/21/2019,16835598,https://www.zillow.com/homedetails/3109-Evening-Way-UNIT-D-La-Jolla-CA-92037/16835598_zpid/
Condominium,1,1,991,20995,"$665,000 ",7514 Girard Ave APT 24,LA JOLLA,CA,32.841015,-117.273079,0.429701052,1996,1/20/2019,1637,4/6/2007,525000,678548,1/21/2019,69223338,https://www.zillow.com/homedetails/7514-Girard-Ave-APT-24-La-Jolla-CA-92037/69223338_zpid/
Townhouse,2,3,1258,10890,"$715,000 ",7612 Eads Ave,LA JOLLA,CA,32.842062,-117.276004,0.250925931,1966,1/20/2019,-2551,10/21/2011,405000,686064,1/21/2019,16848650,https://www.zillow.com/homedetails/7612-Eads-Ave-La-Jolla-CA-92037/16848650_zpid/
Condominium,2,2,1101,28099,"$725,000 ",7811 Eads Ave UNIT 407,LA JOLLA,CA,32.845008,-117.276189,0.16120524,1971,1/20/2019,-2917,7/14/2010,560000,722833,1/21/2019,16847974,https://www.zillow.com/homedetails/7811-Eads-Ave-UNIT-407-La-Jolla-CA-92037/16847974_zpid/
VacantResidentialLand,,,,10890,"$749,000 ",5715 Soledad Mountain Rd LOT 209,La Jolla,CA,32.824781,-117.236218,2.353186736,,1/1/1970,,,,,1/21/2019,2087132204,https://www.zillow.com/homedetails/5715-Soledad-Mountain-Rd-LOT-209-La-Jolla-CA-92037/2087132204_zpid/
Condominium,2,2,1353,33106,"$769,000 ",5370 La Jolla Blvd UNIT 203,LA JOLLA,CA,32.810457,-117.266566,1.672725647,1976,1/20/2019,-21102,6/5/2015,621000,775162,1/21/2019,16907495,https://www.zillow.com/homedetails/5370-La-Jolla-Blvd-UNIT-203-La-Jolla-CA-92037/16907495_zpid/
Condominium,2,2,1351,,"$799,000 ",7550 Eads Ave UNIT 101,LA JOLLA,CA,32.840626,-117.275503,0.34326904,1975,1/20/2019,9739,8/14/2015,725000,794907,1/21/2019,16848681,https://www.zillow.com/homedetails/7550-Eads-Ave-UNIT-101-La-Jolla-CA-92037/16848681_zpid/
Condominium,2,2,1356,,"$825,000 ",7550 Eads Ave UNIT 403,LA JOLLA,CA,32.840626,-117.275503,0.34326904,1975,1/20/2019,-217276,,,801031,1/21/2019,16848714,https://www.zillow.com/homedetails/7550-Eads-Ave-UNIT-403-La-Jolla-CA-92037/16848714_zpid/
Condominium,3,3,1792,,"$825,000 ",8784 Caminito Abrazo,LA JOLLA,CA,32.867275,-117.239374,1.693761422,1974,1/20/2019,-11864,4/13/1994,245000,851556,1/21/2019,16836077,https://www.zillow.com/homedetails/8784-Caminito-Abrazo-La-Jolla-CA-92037/16836077_zpid/
MultiFamily2To4,3,3,1692,3998,"$849,000 ",8940 Caminito Fresco,LA JOLLA,CA,32.86981,-117.239212,1.816438685,1972,1/20/2019,-6028,5/24/1999,327500,836739,1/21/2019,16835180,https://www.zillow.com/homedetails/8940-Caminito-Fresco-La-Jolla-CA-92037/16835180_zpid/
SingleFamily,3,3,1456,,"$849,000 ",5433.5 La Jolla Blvd,La Jolla,CA,32.870044,-117.249522,1.454829468,1992,1/20/2019,,,,1435529,1/21/2019,2086460123,https://www.zillow.com/homedetails/5433-5-La-Jolla-Blvd-La-Jolla-CA-92037/2086460123_zpid/
Condominium,3,3,2083,,"$849,000 ",2842 Torrey Pines Rd,LA JOLLA,CA,32.853361,-117.24619,0.923094754,1995,1/20/2019,-9865,5/2/2014,679000,879142,1/21/2019,16838982,https://www.zillow.com/homedetails/2842-Torrey-Pines-Rd-La-Jolla-CA-92037/16838982_zpid/
Condominium,2,3,2174,33306,"$850,000 ",3120 Almahurst Row,LA JOLLA,CA,32.881315,-117.244874,2.269841425,1989,1/20/2019,-10933,,,916567,1/21/2019,17204047,https://www.zillow.com/homedetails/3120-Almahurst-Row-La-Jolla-CA-92037/17204047_zpid/
Condominium,3,3,2013,351694,"$875,000 ",5662 Caminito Isla,LA JOLLA,CA,32.821401,-117.238278,2.453364811,1974,1/20/2019,-5055,5/25/2018,880000,877422,1/21/2019,16857399,https://www.zillow.com/homedetails/5662-Caminito-Isla-La-Jolla-CA-92037/16857399_zpid/
Condominium,3,3,1987,179031,"$890,000 ",7960 Caminito Del Cid,LA JOLLA,CA,32.851187,-117.251381,0.616580635,1976,1/20/2019,-13848,9/30/1994,295500,877904,1/21/2019,16839383,https://www.zillow.com/homedetails/7960-Caminito-Del-Cid-La-Jolla-CA-92037/16839383_zpid/
Condominium,2,3,1248,,"$890,000 ",7625 Draper Ave UNIT B,LA JOLLA,CA,32.842376,-117.276615,0.210189741,1995,1/20/2019,-13538,3/2/2010,675000,874615,1/21/2019,16848637,https://www.zillow.com/homedetails/7625-Draper-Ave-UNIT-B-La-Jolla-CA-92037/16848637_zpid/
Condominium,3,3,2062,828404,"$895,000 ",5568 Caminito Consuelo,LA JOLLA,CA,32.820735,-117.235668,2.583893996,1971,1/20/2019,,11/27/1996,299000,880505,1/21/2019,16857476,https://www.zillow.com/homedetails/5568-Caminito-Consuelo-La-Jolla-CA-92037/16857476_zpid/
Condominium,3,3,2056,,"$899,000 ",2244 Caminito Castillo,LA JOLLA,CA,32.823618,-117.237811,2.35129702,1974,1/20/2019,-130939,,,892050,1/21/2019,16857346,https://www.zillow.com/homedetails/2244-Caminito-Castillo-La-Jolla-CA-92037/16857346_zpid/
Condominium,3,2,1858,7501,"$899,000 ",6515 Caminito Catalan,LA JOLLA,CA,32.835343,-117.245865,1.441071504,1980,1/20/2019,-42639,4/30/2014,715000,879619,1/21/2019,16852344,https://www.zillow.com/homedetails/6515-Caminito-Catalan-La-Jolla-CA-92037/16852344_zpid/
Condominium,2,2.5,1252,10229,"$899,000 ",7715 Eads Ave,LA JOLLA,CA,32.843586,-117.27573,0.211797117,1986,1/20/2019,-25397,9/9/1998,320000,874351,1/21/2019,16848330,https://www.zillow.com/homedetails/7715-Eads-Ave-La-Jolla-CA-92037/16848330_zpid/
Condominium,3,2,2183,,$909K,5782 Caminito Empresa,LA JOLLA,CA,32.819668,-117.249837,2.000039546,1986,1/20/2019,3751,12/29/1999,475000,1033130,1/21/2019,48180695,https://www.zillow.com/homedetails/5782-Caminito-Empresa-La-Jolla-CA-92037/48180695_zpid/
Condominium,2,2,1088,,"$917,000 ",410 Pearl St APT 2C,LA JOLLA,CA,32.839036,-117.279676,0.128196005,1990,1/20/2019,-732,8/12/2014,739000,918444,1/21/2019,62655499,https://www.zillow.com/homedetails/410-Pearl-St-APT-2C-La-Jolla-CA-92037/62655499_zpid/
Condominium,2,60,1158,28099,"$949,000 ",7811 Eads Ave UNIT 411,LA JOLLA,CA,32.845008,-117.276189,0.16120524,1971,1/20/2019,129976,11/1/2004,699000,1105698,1/21/2019,16847978,https://www.zillow.com/homedetails/7811-Eads-Ave-UNIT-411-La-Jolla-CA-92037/16847978_zpid/
Condominium,2,2,1345,5183,"$988,888 ",1236 Cave St UNIT 2B,LA JOLLA,CA,32.848152,-117.271469,0.16963344,1976,1/20/2019,90,11/8/2012,358500,996037,1/21/2019,16848003,https://www.zillow.com/homedetails/1236-Cave-St-UNIT-2B-La-Jolla-CA-92037/16848003_zpid/
Condominium,2,3,1620,4252,"$998,888 ",403 Bonair St,LA JOLLA,CA,32.83043,-117.277567,0.2306537,2007,1/20/2019,-7556,11/15/2012,770000,1126905,1/21/2019,83893267,https://www.zillow.com/homedetails/403-Bonair-St-La-Jolla-CA-92037/83893267_zpid/
SingleFamily,2,2,1008,10890,"$999,000 ",1551 Olivet Ln,LA JOLLA,CA,32.846735,-117.265117,0.178700274,1962,1/20/2019,-47999,9/26/2013,1250000,1510962,1/21/2019,16848226,https://www.zillow.com/homedetails/1551-Olivet-Ln-La-Jolla-CA-92037/16848226_zpid/
Condominium,2,2,1215,,"$1,025,000 ",909 Coast Blvd UNIT 2,LA JOLLA,CA,32.847585,-117.276649,0.040340087,1971,1/20/2019,833,5/7/2004,610000,1070797,1/21/2019,16847637,https://www.zillow.com/homedetails/909-Coast-Blvd-UNIT-2-La-Jolla-CA-92037/16847637_zpid/
Condominium,3,3,2070,,"$1,045,000 ",5428 Caminito Herminia,LA JOLLA,CA,32.819284,-117.236075,2.647334937,1971,1/20/2019,-14599,5/6/2011,600000,999179,1/21/2019,16857439,https://www.zillow.com/homedetails/5428-Caminito-Herminia-La-Jolla-CA-92037/16857439_zpid/
SingleFamily,2,2,1352,135289,"$1,048,000 ",2488 Azure Coast Dr,LA JOLLA,CA,32.850079,-117.24973,0.720666614,1977,1/20/2019,-30275,4/11/2016,684000,1044732,1/21/2019,16851343,https://www.zillow.com/homedetails/2488-Azure-Coast-Dr-La-Jolla-CA-92037/16851343_zpid/
SingleFamily,3,3,2555,10890,"$1,099,000 ",5401 La Jolla Mesa Dr,LA JOLLA,CA,32.812989,-117.259829,1.776467909,2012,1/20/2019,409,1/2/2013,995000,1512485,1/21/2019,16856375,https://www.zillow.com/homedetails/5401-La-Jolla-Mesa-Dr-La-Jolla-CA-92037/16856375_zpid/
Condominium,2,2,1737,,"$1,100,000 ",1001 Genter St UNIT 1G,LA JOLLA,CA,32.836669,-117.271026,0.618756723,1966,1/20/2019,-90843,1/22/2007,775000,1276111,1/21/2019,16849585,https://www.zillow.com/homedetails/1001-Genter-St-UNIT-1G-La-Jolla-CA-92037/16849585_zpid/
Condominium,3,3,2593,17903,"$1,150,000 ",1478 Caminito Solidago,LA JOLLA,CA,32.819986,-117.251273,1.914845011,1986,1/20/2019,-179584,10/19/2015,979000,1153630,1/21/2019,16858249,https://www.zillow.com/homedetails/1478-Caminito-Solidago-La-Jolla-CA-92037/16858249_zpid/
Condominium,2,2,1204,8359,"$1,150,000 ",305 Prospect St,LA JOLLA,CA,32.84035,-117.279906,0.128482354,1974,1/20/2019,5692,5/3/2018,886000,1125938,1/21/2019,16848626,https://www.zillow.com/homedetails/305-Prospect-St-La-Jolla-CA-92037/16848626_zpid/
Condominium,4,3,2601,36090,"$1,195,000 ",9752 Keeneland Row,LA JOLLA,CA,32.882061,-117.244954,2.31431789,1989,1/20/2019,-74978,12/30/1997,415000,1121502,1/21/2019,17204078,https://www.zillow.com/homedetails/9752-Keeneland-Row-La-Jolla-CA-92037/17204078_zpid/
Townhouse,4,3,1824,3998,"$1,199,888 ",8746 Caminito Sueno,LA JOLLA,CA,32.866483,-117.238585,1.696137374,1974,1/20/2019,220437,7/7/2014,620000,1087607,1/21/2019,16836097,https://www.zillow.com/homedetails/8746-Caminito-Sueno-La-Jolla-CA-92037/16836097_zpid/
Condominium,3,2,1519,1,"$1,249,000 ",2130 Vallecitos UNIT 244,LA JOLLA,CA,32.855334,-117.256713,0.392402784,1972,1/20/2019,-33593,2/19/2016,1060000,1278419,1/21/2019,16838727,https://www.zillow.com/homedetails/2130-Vallecitos-UNIT-244-La-Jolla-CA-92037/16838727_zpid/
SingleFamily,3,2,1560,8102,"$1,250,000 ",5439 La Jolla Mesa Dr,LA JOLLA,CA,32.813572,-117.259567,1.759125906,1941,1/20/2019,-12354,3/26/1997,274500,1352735,1/21/2019,16856371,https://www.zillow.com/homedetails/5439-La-Jolla-Mesa-Dr-La-Jolla-CA-92037/16856371_zpid/
Condominium,3,2,1252,,"$1,250,000 ",408 Bonair St,LA JOLLA,CA,32.830883,-117.277667,0.21980594,1961,1/20/2019,17349,4/27/2011,540000,1221057,1/21/2019,16849982,https://www.zillow.com/homedetails/408-Bonair-St-La-Jolla-CA-92037/16849982_zpid/
VacantResidentialLand,,,,10890,"$1,250,000 ",8356 Sugarman Dr LOT 57,La Jolla,CA,32.858334,-117.238814,1.419017133,,1/1/1970,,,,,1/21/2019,2087306108,https://www.zillow.com/homedetails/8356-Sugarman-Dr-LOT-57-La-Jolla-CA-92037/2087306108_zpid/
Condominium,2,2,1142,16433,"$1,250,000 ",800 Prospect St UNIT 1C,LA JOLLA,CA,32.845546,-117.276924,0.11136596,1964,1/20/2019,-8366,8/12/2016,1150000,1305061,1/21/2019,16847902,https://www.zillow.com/homedetails/800-Prospect-St-UNIT-1C-La-Jolla-CA-92037/16847902_zpid/
Condominium,2,3,2310,,"$1,250,000 ",8215 Caminito Lacayo,LA JOLLA,CA,32.856462,-117.242859,1.156197195,1975,1/20/2019,-62654,,,1198050,1/21/2019,16840000,https://www.zillow.com/homedetails/8215-Caminito-Lacayo-La-Jolla-CA-92037/16840000_zpid/
SingleFamily,2,2,1160,3998,"$1,274,000 ",6762 Tyrian St,La Jolla,CA,32.829998,-117.276085,0.321378939,2018,1/20/2019,366,,,1597458,1/21/2019,2089705875,https://www.zillow.com/homedetails/6762-Tyrian-St-La-Jolla-CA-92037/2089705875_zpid/
SingleFamily,3,3,2469,3484,"$1,285,000 ",5417 Caminito Bayo,LA JOLLA,CA,32.81429,-117.252642,2.039376217,2000,1/20/2019,-12585,2/10/2010,1015000,1420382,1/21/2019,16858534,https://www.zillow.com/homedetails/5417-Caminito-Bayo-La-Jolla-CA-92037/16858534_zpid/
VacantResidentialLand,,,,7501,"$1,350,000 ",623 Colima St LOT 4,La Jolla,CA,32.811593,-117.263539,1.706945201,,1/1/1970,,,,,1/21/2019,2086598302,https://www.zillow.com/homedetails/623-Colima-St-LOT-4-La-Jolla-CA-92037/2086598302_zpid/
VacantResidentialLand,,,,7501,"$1,350,000 ",627 Colima St LOT 4,La Jolla,CA,32.811664,-117.263634,1.699695176,,1/1/1970,,,,,1/21/2019,2086598184,https://www.zillow.com/homedetails/627-Colima-St-LOT-4-La-Jolla-CA-92037/2086598184_zpid/
VacantResidentialLand,,,,10890,"$1,375,000 ",1510 Copa De Oro Dr,La Jolla,CA,32.817917,-117.255745,1.751114709,,1/1/1970,,,,,1/21/2019,99464806,https://www.zillow.com/homedetails/1510-Copa-De-Oro-Dr-La-Jolla-CA-92037/99464806_zpid/
VacantResidentialLand,,,,10890,"$1,375,000 ",1510 Copa De Oro Dr LOT 84,La Jolla,CA,32.817917,-117.255745,1.751114709,,1/1/1970,,,,,1/21/2019,2088946917,https://www.zillow.com/homedetails/1510-Copa-De-Oro-Dr-LOT-84-La-Jolla-CA-92037/2088946917_zpid/
Condominium,2,2,992,6795,"$1,395,000 ",457 Coast Blvd UNIT 403,LA JOLLA,CA,32.843201,-117.280089,0.054499257,1970,1/20/2019,20854,8/24/2011,675000,1396883,1/21/2019,16848298,https://www.zillow.com/homedetails/457-Coast-Blvd-UNIT-403-La-Jolla-CA-92037/16848298_zpid/
SingleFamily,3,3,2786,6411,"$1,397,000 ",6013 Oakgate Row,LA JOLLA,CA,32.830691,-117.235786,2.094887251,1998,1/20/2019,-5658,7/11/2003,830000,1390613,1/21/2019,16858133,https://www.zillow.com/homedetails/6013-Oakgate-Row-La-Jolla-CA-92037/16858133_zpid/
Condominium,2,2,992,6581,"$1,425,000 ",457 Coast Blvd UNIT 503,LA JOLLA,CA,32.843201,-117.280089,0.054499257,1970,1/20/2019,18869,6/20/2011,925000,1396959,1/21/2019,16848301,https://www.zillow.com/homedetails/457-Coast-Blvd-UNIT-503-La-Jolla-CA-92037/16848301_zpid/
SingleFamily,4,4,2939,6506,"$1,449,000 ",6037 Greenhedge Row,LA JOLLA,CA,32.83045,-117.234341,2.171301952,1997,1/20/2019,14473,12/8/2004,1150000,1420949,1/21/2019,16858175,https://www.zillow.com/homedetails/6037-Greenhedge-Row-La-Jolla-CA-92037/16858175_zpid/
